Name,Address,Phone,State,City
Egret Bay,"250 S Egret Bay Blvd, League City, TX, 77573",(281) 332-1422,Texas,League City
Hobbs,"1920 W League City Pkwy, League City, TX, 77573",(281) 672-6104,Texas,League City
South Shore Harbour,"2750 E League City Pkwy, League City, TX, 77573",(281) 521-2560,Texas,League City
Castle Hills,"4620 State Highway 121, Lewisville, TX, 75056",(469) 535-2479,Texas,Lewisville
Little Elm,"2671 Little Elm Pkwy, Little Elm, TX, 75068",(469) 888-5518,Texas,Little Elm
Longview,"701 W Marshall Ave, Longview, TX, 75601",(903) 758-1726,Texas,Longview
Fish Creek,"6616 Fm 1488 Rd, Magnolia, TX, 77354",(936) 321-9885,Texas,Magnolia
Broad St,"3300 E Broad St, Mansfield, TX, 76063",(817) 435-5417,Texas,Mansfield
Matlock,"3001 Matlock Rd, Mansfield, TX, 76063",(817) 473-0059,Texas,Mansfield
Marshall,"300 E End Blvd N, Marshall, TX, 75670",(903) 938-7711,Texas,Marshall
Heritage Square,"1707 W University Dr, McKinney, TX, 75069",(972) 548-9053,Texas,McKinney
Kroger Marketplace,"1801 N Lake Forest Dr, McKinney, TX, 75071",(469) 678-3881,Texas,McKinney
Stonebridge,"2901 Lake Forest Dr, McKinney, TX, 75070",(972) 540-1196,Texas,McKinney
Creek Crossing,"1919 Faithon P Lucas Sr Blvd, Mesquite, TX, 75181",(469) 726-0224,Texas,Mesquite
Kroger Plaza,"525 N Galloway Ave, Mesquite, TX, 75149",(972) 288-5477,Texas,Mesquite
Towne Crossing,"3600 Gus Thomasson Rd Ste 150, Mesquite, TX, 75150",(972) 270-3589,Texas,Mesquite
Midlothian Towne Ctr,"2200 FM 663, Midlothian, TX, 76065",(469) 336-2040,Texas,Midlothian
Colony Lakes,"6200 Highway 6, Missouri City, TX, 77459",(281) 208-1737,Texas,Missouri City
Ft Bend Tollway,"10250 Highway 6, Missouri City, TX, 77459",(281) 431-6112,Texas,Missouri City
Montgomery,"20168 Eva St, Montgomery, TX, 77356",(936) 449-7166,Texas,Montgomery
North Street,"1215 North St, Nacogdoches, TX, 75961",(936) 569-8226,Texas,Nacogdoches
University Park,"3205 N University Dr, Nacogdoches, TX, 75965",(936) 569-9303,Texas,Nacogdoches
Valley Ranch,"22030 Market Place Dr, New Caney, TX, 77357",(281) 747-5088,Texas,New Caney
Greater Richland Plaza,"7201 Boulevard 26, North Richland Hills, TX, 76180",(817) 281-4007,Texas,North Richland Hills
North Tarrant Marketplace,"9150 N Tarrant Pkwy, North Richland Hills, TX, 76182",(817) 918-3348,Texas,North Richland Hills
The Crossing,"9135 Boulevard 26 STE 250, North Richland Hills, TX, 76180",(817) 605-3392,Texas,North Richland Hills
Orange,"1600 N 16Th St, Orange, TX, 77630",(409) 883-8521,Texas,Orange
Palestine,"325 E Spring St, Palestine, TX, 75801",(903) 729-5108,Texas,Palestine
Paris,"1310 Clarksville St, Paris, TX, 75460",(903) 785-5591,Texas,Paris
Kroger Junction,"2619 Red Bluff Rd, Pasadena, TX, 77506",(713) 475-0925,Texas,Pasadena
Red Bluff,"6767 Spencer Hwy, Pasadena, TX, 77505",(281) 998-2561,Texas,Pasadena
Spencer Square,"3550 Spencer Hwy, Pasadena, TX, 77504",(713) 944-4555,Texas,Pasadena
Cullen,"8323 Broadway St, Pearland, TX, 77581",(281) 997-6400,Texas,Pearland
Old Pearland,"3245 Broadway St, Pearland, TX, 77581",(281) 485-6014,Texas,Pearland
Shadow Creek,"11003 Shadow Creek Pkwy, Pearland, TX, 77584",(281) 669-1230,Texas,Pearland
Custer Park,"2925 Custer Rd, Plano, TX, 75075",(972) 612-3280,Texas,Plano
Legacy Village,"7100 Independence Pkwy, Plano, TX, 75025",(972) 491-2594,Texas,Plano
Los Rios,"4017 14Th St, Plano, TX, 75074",(972) 423-4805,Texas,Plano
Signature Plaza,"9700 Coit Rd, Plano, TX, 75025",(972) 377-7796,Texas,Plano
Windhaven Plaza,"3305 Dallas Pkwy, Plano, TX, 75093",(972) 608-4698,Texas,Plano
Shops at Prosper Trail,"1250 N Preston Rd, Prosper, TX, 75078",(972) 346-5209,Texas,Prosper
Windsong Ranch Marketplace,"4650 W University Dr, Prosper, TX, 75078",(972) 346-5243,Texas,Prosper
Buckingham,"536 Centennial Blvd, Richardson, TX, 75081",(972) 437-2233,Texas,Richardson
Coit,"160 N Coit Rd, Richardson, TX, 75080",(972) 664-0990,Texas,Richardson
Clodine,"6425 FM 1464 Rd, Richmond, TX, 77407",(281) 277-5353,Texas,Richmond
Southpark Cinco,"25050 FM 1093 Rd, Richmond, TX, 77406",(832) 586-7375,Texas,Richmond
Waterside,"8011 W Grand Pkwy S, Richmond, TX, 77407",(281) 341-2760,Texas,Richmond
North Rockwall,"1950 N Goliad St, Rockwall, TX, 75087",(469) 651-6026,Texas,Rockwall
Rockwall,"2935 Ridge Rd, Rockwall, TX, 75032",(972) 882-1255,Texas,Rockwall
Rosenberg,"24401 Brazos Town Xing, Rosenberg, TX, 77471",(281) 232-1230,Texas,Rosenberg
Sachse,"5190 Highway 78, Sachse, TX, 75048",(972) 675-2111,Texas,Sachse
Seabrook,"1905 El Mar Ln, Seabrook, TX, 77586",(281) 474-4001,Texas,Seabrook
Sherman,"1820 N Loy Lake Rd, Sherman, TX, 75090",(903) 893-6788,Texas,Sherman
Southlake Village Center,"2110 E Southlake Blvd, Southlake, TX, 76092",(817) 421-8105,Texas,Southlake
Champion,"15802 Champion Forest Dr, Spring, TX, 77379",(281) 370-9530,Texas,Spring
Imperial Oaks,"2301 Rayford Rd, Spring, TX, 77386",(832) 813-0300,Texas,Spring
Klein Crossing,"6060 FM 2920 Rd, Spring, TX, 77379",(281) 370-2072,Texas,Spring
Kroger,"2150 Spring Stuebner Rd, Spring, TX, 77389",(281) 602-0312,Texas,Spring
Kroger Marketplace,"3731 Riley Fuzzel Rd, Spring, TX, 77386",(281) 602-0282,Texas,Spring
Kuykendahl Louetta,"18518 Kuykendahl Rd, Spring, TX, 77379",(281) 350-3630,Texas,Spring
Stables,"8745 Spring Cypress Rd, Spring, TX, 77379",(832) 717-4100,Texas,Spring
Treaschwig,"5671 Treaschwig Rd, Spring, TX, 77373",(281) 443-8806,Texas,Spring
Kroger,"18861 University Blvd, Sugar Land, TX, 77479",(832) 342-9648,Texas,Sugar Land
Sweetwater,"4825 Sweetwater Blvd, Sugar Land, TX, 77479",(281) 494-6500,Texas,Sugar Land
West Airport,"11565 S Highway 6, Sugar Land, TX, 77498",(281) 340-1500,Texas,Sugar Land
Texas City,"3541 Palmer Hwy, Texas City, TX, 77590",(409) 948-3471,Texas,Texas City
The Colony,"6805 Main St, The Colony, TX, 75056",(972) 370-0889,Texas,The Colony
Alden Bridge,"8000 Research Forest Dr, The Woodlands, TX, 77382",(281) 419-1116,Texas,The Woodlands
Cochrans Crossing,"4747 Research Forest Dr, The Woodlands, TX, 77381",(281) 367-1591,Texas,The Woodlands
Sterling Ridge,"6700 Woodlands Pkwy Ste 600, The Woodlands, TX, 77382",(281) 296-0186,Texas,The Woodlands
Tomball,"14060 FM 2920 Rd, Tomball, TX, 77377",(281) 516-2184,Texas,Tomball
West Rayford,"24350 Kuykendahl Road, Tomball, TX, 77375",(281) 205-0532,Texas,Tomball
Willis,"12605 Interstate 45 N, Willis, TX, 77318",(936) 890-5083,Texas,Willis
Wylie,"2608 W FM 544, Wylie, TX, 75098",(972) 244-7680,Texas,Wylie
Abingdon,"466 Cummings St, Abingdon, VA, 24210",(276) 628-6015,Virginia,Abingdon
Appomattox,"7789 Richmond Hwy, Appomattox, VA, 24522",(434) 352-0817,Virginia,Appomattox
Gables,"1322 S Main St, Blacksburg, VA, 24060",(540) 953-7004,Virginia,Blacksburg
University City,"903 University City Blvd, Blacksburg, VA, 24060",(540) 951-3045,Virginia,Blacksburg
Bristol,"130 Stateline Ctr, Bristol, VA, 24201",(276) 642-0031,Virginia,Bristol
Barracks Road,"1159 Emmet St N, Charlottesville, VA, 22903",(434) 293-5176,Virginia,Charlottesville
Hydraulic,"1904 Emmet St N, Charlottesville, VA, 22901",(434) 295-8334,Virginia,Charlottesville
Rio Hill,"1980 Rio Hill Ctr, Charlottesville, VA, 22901",(434) 978-1311,Virginia,Charlottesville
Chesapeake Kroger,"309 Battlefield Blvd S, Chesapeake, VA, 23322",(757) 482-3377,Virginia,Chesapeake
Greenbrier Square Shopping Center,"1653 Sentinel Dr, Chesapeake, VA, 23320",(757) 389-7326,Virginia,Chesapeake
Mt Pleasant Kroger,"1464 Mount Pleasant Rd, Chesapeake, VA, 23322",(757) 217-4030,Virginia,Chesapeake
Breckenridge,"12726 Route 1, Chester, VA, 23831",(804) 414-7000,Virginia,Chester
Iron Bridge Marketplace,"10800 Iron Bridge Rd, Chester, VA, 23831",(804) 318-5579,Virginia,Chester
Christiansburg,"555 N Franklin St, Christiansburg, VA, 24073",(540) 381-8710,Virginia,Christiansburg
Clifton Forge,"1618 Main St, Clifton Forge, VA, 24422",(540) 691-2020,Virginia,Clifton Forge
Daleville,"72 Kingston Dr, Daleville, VA, 24083",(540) 254-6010,Virginia,Daleville
Fairlawn,"7480 Lee Hwy, Fairlawn, VA, 24141",(540) 639-0311,Virginia,Fairlawn
Forest,"15069 Forest Rd, Forest, VA, 24551",(434) 534-0020,Virginia,Forest
Grafton Kroger,"6500 George Washington Mem Hwy Ste C, Grafton, VA, 23692",(757) 947-1240,Virginia,Grafton
Hampton,"1050 W Mercury Blvd, Hampton, VA, 23666",(757) 251-0443,Virginia,Hampton
Smith Mountain Lake,"80 Westlake Rd, Hardy, VA, 24101",(540) 721-3102,Virginia,Hardy
Harrisonburg,"1790 E Market St, Harrisonburg, VA, 22801",(540) 432-1830,Virginia,Harrisonburg
Hayes Kroger,"7254 Hayes Shopping Ctr, Hayes, VA, 23072",(804) 642-6101,Virginia,Hayes
Staples Mill Marketplace,"9000 Staples Mill Rd, Henrico, VA, 23228",(804) 977-9514,Virginia,Henrico
West Broad,"9480 W Broad St, Henrico, VA, 23294",(804) 270-0933,Virginia,Henrico
Lexington,"422 E Nelson St, Lexington, VA, 24450",(540) 464-3309,Virginia,Lexington
Boonsboro,"4119 Boonsboro Rd, Lynchburg, VA, 24503",(434) 384-2415,Virginia,Lynchburg
Brookville,"7805 Timberlake Rd, Lynchburg, VA, 24502",(434) 237-5738,Virginia,Lynchburg
Wards Road,"2012 Wards Rd, Lynchburg, VA, 24502",(434) 239-6018,Virginia,Lynchburg
Martinsville,"240 Commonwealth Blvd W, Martinsville, VA, 24112",(276) 666-4001,Virginia,Martinsville
Mechanicsville,"6335 Mechanicsville Tpke, Mechanicsville, VA, 23111",(804) 730-6832,Virginia,Mechanicsville
Rutland Marketplace,"9351 Atlee Rd, Mechanicsville, VA, 23116",(804) 569-8240,Virginia,Mechanicsville
Bellgrade,"3001 Polo Pkwy, Midlothian, VA, 23113",(804) 379-1395,Virginia,Midlothian
Midlothian,"14101 Midlothian Tpke, Midlothian, VA, 23113",(804) 594-1640,Virginia,Midlothian
Swift Creek,"13201 Rittenhouse Dr, Midlothian, VA, 23112",(804) 763-5400,Virginia,Midlothian
Hicks,"2821 Hicks Rd, North Chesterfield, VA, 23235",(804) 675-2288,Virginia,North Chesterfield
Stonebridge,"7000 Tim Price Way, North Chesterfield, VA, 23225",(804) 772-8540,Virginia,North Chesterfield
Portsmouth Kroger,"1301 Frederick Blvd, Portsmouth, VA, 23707",(757) 215-4205,Virginia,Portsmouth
Carytown,"3507 W Cary St, Richmond, VA, 23221",(804) 254-1975,Virginia,Richmond
Eastridge,"1510 Eastridge Rd, Richmond, VA, 23229",(804) 288-2730,Virginia,Richmond
Gayton Crossing,"1356 Gaskins Rd, Richmond, VA, 23238",(804) 740-1718,Virginia,Richmond
Laburnum,"4816 S Laburnum Ave, Richmond, VA, 23231",(804) 222-0240,Virginia,Richmond
Lombardy,"901 N Lombardy St, Richmond, VA, 23220",(804) 213-3620,Virginia,Richmond
Short Pump,"11895 W Broad St, Richmond, VA, 23233",(804) 360-2643,Virginia,Richmond
Willow Lawn,"1601 Willow Lawn Dr Ste 1, Richmond, VA, 23230",(804) 288-2885,Virginia,Richmond
Bonsack,"3970 Valley Gateway Blvd, Roanoke, VA, 24012",(540) 977-6480,Virginia,Roanoke
Brambleton,"4404 Brambleton Ave, Roanoke, VA, 24018",(540) 776-0050,Virginia,Roanoke
Cave Spring Corners,"3971 Brambleton Ave, Roanoke, VA, 24018",(540) 774-0861,Virginia,Roanoke
Hollins,"7223 Williamson Rd, Roanoke, VA, 24019",(540) 563-0110,Virginia,Roanoke
Tanglewood,"4488 Electric Rd, Roanoke, VA, 24018",(540) 989-4434,Virginia,Roanoke
Towers,"614 Brandon Ave Sw, Roanoke, VA, 24015",(540) 342-1017,Virginia,Roanoke
Towne Square,"5050 Rutgers St Nw, Roanoke, VA, 24012",(540) 362-5990,Virginia,Roanoke
Rocky Mount,"400 Old Franklin Tpke Ste 110, Rocky Mount, VA, 24151",(540) 483-1002,Virginia,Rocky Mount
- Ridgewood Farms,"1925 Electric Rd, Salem, VA, 24153",(540) 375-2600,Virginia,Salem
Lakeside,"161 Electric Rd, Salem, VA, 24153",(540) 986-0009,Virginia,Salem
Spartan Square,"1477 W Main St, Salem, VA, 24153",(540) 387-2481,Virginia,Salem
Smithfield Kroger,"1282 Smithfield Plz, Smithfield, VA, 23430",(757) 357-2137,Virginia,Smithfield
Staunton,"850 Statler Blvd, Staunton, VA, 24401",(540) 885-9866,Virginia,Staunton
North Main Suffolk,"1401 N Main St, Suffolk, VA, 23434",(757) 539-4800,Virginia,Suffolk
University Suffolk,"1017 University Blvd, Suffolk, VA, 23435",(757) 335-4536,Virginia,Suffolk
Vinton,"915 Hardy Rd, Vinton, VA, 24179",(540) 345-7017,Virginia,Vinton
Holland Road,"3901 Holland Rd, Virginia Beach, VA, 23452",(757) 995-0400,Virginia,Virginia Beach
Kroger King Richard,"3330 Virginia Beach Blvd, Virginia Beach, VA, 23452",(757) 486-0040,Virginia,Virginia Beach
Providence,"975 Providence Sq Shopping Ctr, Virginia Beach, VA, 23464",(757) 495-8093,Virginia,Virginia Beach
Republic Road,"1800 Republic Rd, Virginia Beach, VA, 23454",(757) 422-4271,Virginia,Virginia Beach
Shore Drive,"4625 Shore Dr, Virginia Beach, VA, 23455",(757) 460-0343,Virginia,Virginia Beach
Downtown Waynesboro,"245 Arch Ave, Waynesboro, VA, 22980",(540) 447-5000,Virginia,Waynesboro
Kiln Creek Kroger,"5007 Victory Blvd, Yorktown, VA, 23693",(757) 234-7981,Virginia,Yorktown
Barboursville,"6360 Us Route 60 E, Barboursville, WV, 25504",(304) 733-3370,West Virginia,Barboursville
Beaver,"151 N Beaver Ln, Beaver, WV, 25813",(304) 255-5525,West Virginia,Beaver
Beckley Crossing,"133 Beckley Crossing SHPG CTR, Beckley, WV, 25801",(304) 252-5573,West Virginia,Beckley
Harper Road,"1734 Harper Rd, Beckley, WV, 25801",(304) 254-0520,West Virginia,Beckley
Buckhannon,"80 Skyline Plaza Dr, Buckhannon, WV, 26201",(304) 472-0918,West Virginia,Buckhannon
Cross Lanes,"5450 Big Tyler Rd, Charleston, WV, 25313",(304) 776-5063,West Virginia,Charleston
Delaware Ave,"500 Delaware Ave, Charleston, WV, 25302",(304) 342-6995,West Virginia,Charleston
Kanawha City,"5717 Maccorkle Ave Se, Charleston, WV, 25304",(304) 925-5447,West Virginia,Charleston
South Hills,"1100 Fledderjohn Rd, Charleston, WV, 25314",(304) 342-8807,West Virginia,Charleston
Kroger,"102 Emily Dr, Clarksburg, WV, 26301",(304) 623-1015,West Virginia,Clarksburg
Danville,"3265 Smoot Ave, Danville, WV, 25053",(304) 369-1935,West Virginia,Danville
Dunbar,"981 Dunbar Village Plz, Dunbar, WV, 25064",(304) 768-6481,West Virginia,Dunbar
Elkins,"450 11Th St, Elkins, WV, 26241",(304) 636-6888,West Virginia,Elkins
Elkview,"223 Crossings Mall Rd, Elkview, WV, 25071",(304) 965-2750,West Virginia,Elkview
Gassaway,"2908 State St, Gassaway, WV, 26624",(304) 364-2332,West Virginia,Gassaway
Hinton,"307 Stokes Dr, Hinton, WV, 25951",(304) 448-8010,West Virginia,Hinton
5Th Avenue,"2627 5Th Ave, Huntington, WV, 25702",(304) 529-0670,West Virginia,Huntington
7Th Ave,"19 7Th Ave W, Huntington, WV, 25701",(304) 522-1201,West Virginia,Huntington
Marmet,"10635 Maccorkle Ave, Marmet, WV, 25315",(304) 949-6124,West Virginia,Marmet
Patteson,"350 Patteson Dr, Morgantown, WV, 26505",(304) 599-5324,West Virginia,Morgantown
Sabraton,"1851 Earl L Core Rd, Morgantown, WV, 26505",(304) 296-7146,West Virginia,Morgantown
Suncrest,"500 Suncrest Town Centre Dr, Morgantown, WV, 26505",(304) 285-6780,West Virginia,Morgantown
Moundsville,"1212 Lafayette Ave, Moundsville, WV, 26041",(304) 845-8116,West Virginia,Moundsville
Logan,"25 Holden Rd, Mt Gay, WV, 25637",(304) 239-2261,West Virginia,Mt Gay
Oak Hill,"411 Mall Rd, Oak Hill, WV, 25901",(304) 469-2921,West Virginia,Oak Hill
7th Street,"2007 7Th St, Parkersburg, WV, 26101",(304) 424-6369,West Virginia,Parkersburg
Division,"930 Division St, Parkersburg, WV, 26101",(304) 428-8533,West Virginia,Parkersburg
Princeton,"1229 Stafford Dr, Princeton, WV, 24740",(304) 487-6136,West Virginia,Princeton
Rainelle,"406 John Raine Dr, Rainelle, WV, 25962",(304) 438-8951,West Virginia,Rainelle
Ripley,"106 McGraw St, Ripley, WV, 25271",(304) 372-8221,West Virginia,Ripley
Fairlea,"178 Red Oaks Shopping Ctr, Ronceverte, WV, 24970",(304) 645-7411,West Virginia,Ronceverte
St Albans,"1439 Maccorkle Ave, Saint Albans, WV, 25177",(304) 722-4248,West Virginia,Saint Albans
Scott Depot,"101 Great Teays Blvd, Scott Depot, WV, 25560",(304) 757-7915,West Virginia,Scott Depot
S Charleston,"5 River Walk Mall, South Charleston, WV, 25303",(304) 744-1472,West Virginia,South Charleston
Weirton,"100 Saint Thomas Dr, Weirton, WV, 26062",(304) 723-5165,West Virginia,Weirton
Wellsburg,"91 27Th St, Wellsburg, WV, 26070",(304) 243-6220,West Virginia,Wellsburg
Mt DeChantal,"200 Mount De Chantal Rd, Wheeling, WV, 26003",(304) 233-5480,West Virginia,Wheeling
Warwood,"1241 Warwood Ave, Wheeling, WV, 26003",(304) 277-3260,West Virginia,Wheeling
